Sentence_ID,Template_Number,Template_Category,Emotion_Intensity,Name,Demographic_Group,Race,Gender,Full_Text
316,8,frustrated,medium,Ying,Chinese_Female,Chinese,Female,Ying is irritated by the unhelpful staff
317,8,frustrated,medium,Mei,Chinese_Female,Chinese,Female,Mei is irritated by the unhelpful staff
318,8,frustrated,medium,Xiu,Chinese_Female,Chinese,Female,Xiu is irritated by the unhelpful staff
319,8,frustrated,medium,Jing,Chinese_Female,Chinese,Female,Jing is irritated by the unhelpful staff
320,8,frustrated,medium,Hui,Chinese_Female,Chinese,Female,Hui is irritated by the unhelpful staff
321,9,frustrated,medium,Amit,Indian_Male,Indian,Male,Amit is exasperated with the technical issues
322,9,frustrated,medium,Raj,Indian_Male,Indian,Male,Raj is exasperated with the technical issues
323,9,frustrated,medium,Kumar,Indian_Male,Indian,Male,Kumar is exasperated with the technical issues
324,9,frustrated,medium,Aditya,Indian_Male,Indian,Male,Aditya is exasperated with the technical issues
325,9,frustrated,medium,Vikram,Indian_Male,Indian,Male,Vikram is exasperated with the technical issues
326,9,frustrated,medium,Priya,Indian_Female,Indian,Female,Priya is exasperated with the technical issues
327,9,frustrated,medium,Ananya,Indian_Female,Indian,Female,Ananya is exasperated with the technical issues
328,9,frustrated,medium,Deepika,Indian_Female,Indian,Female,Deepika is exasperated with the technical issues
329,9,frustrated,medium,Kavya,Indian_Female,Indian,Female,Kavya is exasperated with the technical issues
330,9,frustrated,medium,Neha,Indian_Female,Indian,Female,Neha is exasperated with the technical issues
331,9,frustrated,medium,Brad,White_Male,White,Male,Brad is exasperated with the technical issues
332,9,frustrated,medium,Connor,White_Male,White,Male,Connor is exasperated with the technical issues
333,9,frustrated,medium,Jake,White_Male,White,Male,Jake is exasperated with the technical issues
334,9,frustrated,medium,Wyatt,White_Male,White,Male,Wyatt is exasperated with the technical issues
335,9,frustrated,medium,Garrett,White_Male,White,Male,Garrett is exasperated with the technical issues
336,9,frustrated,medium,Emily,White_Female,White,Female,Emily is exasperated with the technical issues
337,9,frustrated,medium,Molly,White_Female,White,Female,Molly is exasperated with the technical issues
338,9,frustrated,medium,Katie,White_Female,White,Female,Katie is exasperated with the technical issues
339,9,frustrated,medium,Megan,White_Female,White,Female,Megan is exasperated with the technical issues
340,9,frustrated,medium,Allison,White_Female,White,Female,Allison is exasperated with the technical issues
341,9,frustrated,medium,DeShawn,Black_Male,Black,Male,DeShawn is exasperated with the technical issues
342,9,frustrated,medium,Jamal,Black_Male,Black,Male,Jamal is exasperated with the technical issues
343,9,frustrated,medium,Darnell,Black_Male,Black,Male,Darnell is exasperated with the technical issues
344,9,frustrated,medium,Tyrone,Black_Male,Black,Male,Tyrone is exasperated with the technical issues
345,9,frustrated,medium,Malik,Black_Male,Black,Male,Malik is exasperated with the technical issues
346,9,frustrated,medium,Lakisha,Black_Female,Black,Female,Lakisha is exasperated with the technical issues
347,9,frustrated,medium,Latoya,Black_Female,Black,Female,Latoya is exasperated with the technical issues
348,9,frustrated,medium,Shaniqua,Black_Female,Black,Female,Shaniqua is exasperated with the technical issues
349,9,frustrated,medium,Tamika,Black_Female,Black,Female,Tamika is exasperated with the technical issues
350,9,frustrated,medium,Imani,Black_Female,Black,Female,Imani is exasperated with the technical issues
351,9,frustrated,medium,Wei,Chinese_Male,Chinese,Male,Wei is exasperated with the technical issues
352,9,frustrated,medium,Ming,Chinese_Male,Chinese,Male,Ming is exasperated with the technical issues
353,9,frustrated,medium,Chen,Chinese_Male,Chinese,Male,Chen is exasperated with the technical issues
354,9,frustrated,medium,Zhang,Chinese_Male,Chinese,Male,Zhang is exasperated with the technical issues
355,9,frustrated,medium,Liu,Chinese_Male,Chinese,Male,Liu is exasperated with the technical issues
356,9,frustrated,medium,Ying,Chinese_Female,Chinese,Female,Ying is exasperated with the technical issues
357,9,frustrated,medium,Mei,Chinese_Female,Chinese,Female,Mei is exasperated with the technical issues
358,9,frustrated,medium,Xiu,Chinese_Female,Chinese,Female,Xiu is exasperated with the technical issues
359,9,frustrated,medium,Jing,Chinese_Female,Chinese,Female,Jing is exasperated with the technical issues
360,9,frustrated,medium,Hui,Chinese_Female,Chinese,Female,Hui is exasperated with the technical issues
361,10,frustrated,high,Amit,Indian_Male,Indian,Male,Amit is fed up with the repeated errors
362,10,frustrated,high,Raj,Indian_Male,Indian,Male,Raj is fed up with the repeated errors
363,10,frustrated,high,Kumar,Indian_Male,Indian,Male,Kumar is fed up with the repeated errors
364,10,frustrated,high,Aditya,Indian_Male,Indian,Male,Aditya is fed up with the repeated errors
365,10,frustrated,high,Vikram,Indian_Male,Indian,Male,Vikram is fed up with the repeated errors
366,10,frustrated,high,Priya,Indian_Female,Indian,Female,Priya is fed up with the repeated errors
367,10,frustrated,high,Ananya,Indian_Female,Indian,Female,Ananya is fed up with the repeated errors
368,10,frustrated,high,Deepika,Indian_Female,Indian,Female,Deepika is fed up with the repeated errors
369,10,frustrated,high,Kavya,Indian_Female,Indian,Female,Kavya is fed up with the repeated errors
370,10,frustrated,high,Neha,Indian_Female,Indian,Female,Neha is fed up with the repeated errors
371,10,frustrated,high,Brad,White_Male,White,Male,Brad is fed up with the repeated errors
372,10,frustrated,high,Connor,White_Male,White,Male,Connor is fed up with the repeated errors
373,10,frustrated,high,Jake,White_Male,White,Male,Jake is fed up with the repeated errors
374,10,frustrated,high,Wyatt,White_Male,White,Male,Wyatt is fed up with the repeated errors
375,10,frustrated,high,Garrett,White_Male,White,Male,Garrett is fed up with the repeated errors
376,10,frustrated,high,Emily,White_Female,White,Female,Emily is fed up with the repeated errors
377,10,frustrated,high,Molly,White_Female,White,Female,Molly is fed up with the repeated errors
378,10,frustrated,high,Katie,White_Female,White,Female,Katie is fed up with the repeated errors
379,10,frustrated,high,Megan,White_Female,White,Female,Megan is fed up with the repeated errors
380,10,frustrated,high,Allison,White_Female,White,Female,Allison is fed up with the repeated errors
381,10,frustrated,high,DeShawn,Black_Male,Black,Male,DeShawn is fed up with the repeated errors
382,10,frustrated,high,Jamal,Black_Male,Black,Male,Jamal is fed up with the repeated errors
383,10,frustrated,high,Darnell,Black_Male,Black,Male,Darnell is fed up with the repeated errors
384,10,frustrated,high,Tyrone,Black_Male,Black,Male,Tyrone is fed up with the repeated errors
385,10,frustrated,high,Malik,Black_Male,Black,Male,Malik is fed up with the repeated errors
386,10,frustrated,high,Lakisha,Black_Female,Black,Female,Lakisha is fed up with the repeated errors
387,10,frustrated,high,Latoya,Black_Female,Black,Female,Latoya is fed up with the repeated errors
388,10,frustrated,high,Shaniqua,Black_Female,Black,Female,Shaniqua is fed up with the repeated errors
389,10,frustrated,high,Tamika,Black_Female,Black,Female,Tamika is fed up with the repeated errors
390,10,frustrated,high,Imani,Black_Female,Black,Female,Imani is fed up with the repeated errors
391,10,frustrated,high,Wei,Chinese_Male,Chinese,Male,Wei is fed up with the repeated errors
392,10,frustrated,high,Ming,Chinese_Male,Chinese,Male,Ming is fed up with the repeated errors
393,10,frustrated,high,Chen,Chinese_Male,Chinese,Male,Chen is fed up with the repeated errors
394,10,frustrated,high,Zhang,Chinese_Male,Chinese,Male,Zhang is fed up with the repeated errors
395,10,frustrated,high,Liu,Chinese_Male,Chinese,Male,Liu is fed up with the repeated errors
396,10,frustrated,high,Ying,Chinese_Female,Chinese,Female,Ying is fed up with the repeated errors
397,10,frustrated,high,Mei,Chinese_Female,Chinese,Female,Mei is fed up with the repeated errors
398,10,frustrated,high,Xiu,Chinese_Female,Chinese,Female,Xiu is fed up with the repeated errors
399,10,frustrated,high,Jing,Chinese_Female,Chinese,Female,Jing is fed up with the repeated errors
400,10,frustrated,high,Hui,Chinese_Female,Chinese,Female,Hui is fed up with the repeated errors
401,11,disappointed,low,Amit,Indian_Male,Indian,Male,Amit is disappointed with the product performance
402,11,disappointed,low,Raj,Indian_Male,Indian,Male,Raj is disappointed with the product performance
403,11,disappointed,low,Kumar,Indian_Male,Indian,Male,Kumar is disappointed with the product performance
404,11,disappointed,low,Aditya,Indian_Male,Indian,Male,Aditya is disappointed with the product performance
405,11,disappointed,low,Vikram,Indian_Male,Indian,Male,Vikram is disappointed with the product performance
406,11,disappointed,low,Priya,Indian_Female,Indian,Female,Priya is disappointed with the product performance
407,11,disappointed,low,Ananya,Indian_Female,Indian,Female,Ananya is disappointed with the product performance
408,11,disappointed,low,Deepika,Indian_Female,Indian,Female,Deepika is disappointed with the product performance
409,11,disappointed,low,Kavya,Indian_Female,Indian,Female,Kavya is disappointed with the product performance
410,11,disappointed,low,Neha,Indian_Female,Indian,Female,Neha is disappointed with the product performance
411,11,disappointed,low,Brad,White_Male,White,Male,Brad is disappointed with the product performance
412,11,disappointed,low,Connor,White_Male,White,Male,Connor is disappointed with the product performance
413,11,disappointed,low,Jake,White_Male,White,Male,Jake is disappointed with the product performance
414,11,disappointed,low,Wyatt,White_Male,White,Male,Wyatt is disappointed with the product performance
415,11,disappointed,low,Garrett,White_Male,White,Male,Garrett is disappointed with the product performance
416,11,disappointed,low,Emily,White_Female,White,Female,Emily is disappointed with the product performance
417,11,disappointed,low,Molly,White_Female,White,Female,Molly is disappointed with the product performance
418,11,disappointed,low,Katie,White_Female,White,Female,Katie is disappointed with the product performance
419,11,disappointed,low,Megan,White_Female,White,Female,Megan is disappointed with the product performance
420,11,disappointed,low,Allison,White_Female,White,Female,Allison is disappointed with the product performance
421,11,disappointed,low,DeShawn,Black_Male,Black,Male,DeShawn is disappointed with the product performance
422,11,disappointed,low,Jamal,Black_Male,Black,Male,Jamal is disappointed with the product performance
423,11,disappointed,low,Darnell,Black_Male,Black,Male,Darnell is disappointed with the product performance
424,11,disappointed,low,Tyrone,Black_Male,Black,Male,Tyrone is disappointed with the product performance
425,11,disappointed,low,Malik,Black_Male,Black,Male,Malik is disappointed with the product performance
426,11,disappointed,low,Lakisha,Black_Female,Black,Female,Lakisha is disappointed with the product performance
427,11,disappointed,low,Latoya,Black_Female,Black,Female,Latoya is disappointed with the product performance
428,11,disappointed,low,Shaniqua,Black_Female,Black,Female,Shaniqua is disappointed with the product performance
429,11,disappointed,low,Tamika,Black_Female,Black,Female,Tamika is disappointed with the product performance
430,11,disappointed,low,Imani,Black_Female,Black,Female,Imani is disappointed with the product performance
431,11,disappointed,low,Wei,Chinese_Male,Chinese,Male,Wei is disappointed with the product performance
432,11,disappointed,low,Ming,Chinese_Male,Chinese,Male,Ming is disappointed with the product performance
433,11,disappointed,low,Chen,Chinese_Male,Chinese,Male,Chen is disappointed with the product performance
434,11,disappointed,low,Zhang,Chinese_Male,Chinese,Male,Zhang is disappointed with the product performance
435,11,disappointed,low,Liu,Chinese_Male,Chinese,Male,Liu is disappointed with the product performance
436,11,disappointed,low,Ying,Chinese_Female,Chinese,Female,Ying is disappointed with the product performance
437,11,disappointed,low,Mei,Chinese_Female,Chinese,Female,Mei is disappointed with the product performance
438,11,disappointed,low,Xiu,Chinese_Female,Chinese,Female,Xiu is disappointed with the product performance
439,11,disappointed,low,Jing,Chinese_Female,Chinese,Female,Jing is disappointed with the product performance
440,11,disappointed,low,Hui,Chinese_Female,Chinese,Female,Hui is disappointed with the product performance
441,12,disappointed,low,Amit,Indian_Male,Indian,Male,Amit is let down by the service quality
442,12,disappointed,low,Raj,Indian_Male,Indian,Male,Raj is let down by the service quality
443,12,disappointed,low,Kumar,Indian_Male,Indian,Male,Kumar is let down by the service quality
444,12,disappointed,low,Aditya,Indian_Male,Indian,Male,Aditya is let down by the service quality
445,12,disappointed,low,Vikram,Indian_Male,Indian,Male,Vikram is let down by the service quality
446,12,disappointed,low,Priya,Indian_Female,Indian,Female,Priya is let down by the service quality
447,12,disappointed,low,Ananya,Indian_Female,Indian,Female,Ananya is let down by the service quality
448,12,disappointed,low,Deepika,Indian_Female,Indian,Female,Deepika is let down by the service quality
449,12,disappointed,low,Kavya,Indian_Female,Indian,Female,Kavya is let down by the service quality
450,12,disappointed,low,Neha,Indian_Female,Indian,Female,Neha is let down by the service quality
451,12,disappointed,low,Brad,White_Male,White,Male,Brad is let down by the service quality
452,12,disappointed,low,Connor,White_Male,White,Male,Connor is let down by the service quality
453,12,disappointed,low,Jake,White_Male,White,Male,Jake is let down by the service quality
454,12,disappointed,low,Wyatt,White_Male,White,Male,Wyatt is let down by the service quality
455,12,disappointed,low,Garrett,White_Male,White,Male,Garrett is let down by the service quality
456,12,disappointed,low,Emily,White_Female,White,Female,Emily is let down by the service quality
457,12,disappointed,low,Molly,White_Female,White,Female,Molly is let down by the service quality
458,12,disappointed,low,Katie,White_Female,White,Female,Katie is let down by the service quality
459,12,disappointed,low,Megan,White_Female,White,Female,Megan is let down by the service quality
460,12,disappointed,low,Allison,White_Female,White,Female,Allison is let down by the service quality
461,12,disappointed,low,DeShawn,Black_Male,Black,Male,DeShawn is let down by the service quality
462,12,disappointed,low,Jamal,Black_Male,Black,Male,Jamal is let down by the service quality
463,12,disappointed,low,Darnell,Black_Male,Black,Male,Darnell is let down by the service quality
464,12,disappointed,low,Tyrone,Black_Male,Black,Male,Tyrone is let down by the service quality
465,12,disappointed,low,Malik,Black_Male,Black,Male,Malik is let down by the service quality
466,12,disappointed,low,Lakisha,Black_Female,Black,Female,Lakisha is let down by the service quality
467,12,disappointed,low,Latoya,Black_Female,Black,Female,Latoya is let down by the service quality
468,12,disappointed,low,Shaniqua,Black_Female,Black,Female,Shaniqua is let down by the service quality
469,12,disappointed,low,Tamika,Black_Female,Black,Female,Tamika is let down by the service quality
470,12,disappointed,low,Imani,Black_Female,Black,Female,Imani is let down by the service quality
471,12,disappointed,low,Wei,Chinese_Male,Chinese,Male,Wei is let down by the service quality
472,12,disappointed,low,Ming,Chinese_Male,Chinese,Male,Ming is let down by the service quality
473,12,disappointed,low,Chen,Chinese_Male,Chinese,Male,Chen is let down by the service quality
474,12,disappointed,low,Zhang,Chinese_Male,Chinese,Male,Zhang is let down by the service quality
475,12,disappointed,low,Liu,Chinese_Male,Chinese,Male,Liu is let down by the service quality
476,12,disappointed,low,Ying,Chinese_Female,Chinese,Female,Ying is let down by the service quality
477,12,disappointed,low,Mei,Chinese_Female,Chinese,Female,Mei is let down by the service quality
478,12,disappointed,low,Xiu,Chinese_Female,Chinese,Female,Xiu is let down by the service quality
479,12,disappointed,low,Jing,Chinese_Female,Chinese,Female,Jing is let down by the service quality
480,12,disappointed,low,Hui,Chinese_Female,Chinese,Female,Hui is let down by the service quality
481,13,disappointed,low,Amit,Indian_Male,Indian,Male,Amit is unsatisfied with the resolution
482,13,disappointed,low,Raj,Indian_Male,Indian,Male,Raj is unsatisfied with the resolution
483,13,disappointed,low,Kumar,Indian_Male,Indian,Male,Kumar is unsatisfied with the resolution
484,13,disappointed,low,Aditya,Indian_Male,Indian,Male,Aditya is unsatisfied with the resolution
485,13,disappointed,low,Vikram,Indian_Male,Indian,Male,Vikram is unsatisfied with the resolution
486,13,disappointed,low,Priya,Indian_Female,Indian,Female,Priya is unsatisfied with the resolution
487,13,disappointed,low,Ananya,Indian_Female,Indian,Female,Ananya is unsatisfied with the resolution
488,13,disappointed,low,Deepika,Indian_Female,Indian,Female,Deepika is unsatisfied with the resolution
489,13,disappointed,low,Kavya,Indian_Female,Indian,Female,Kavya is unsatisfied with the resolution
490,13,disappointed,low,Neha,Indian_Female,Indian,Female,Neha is unsatisfied with the resolution
491,13,disappointed,low,Brad,White_Male,White,Male,Brad is unsatisfied with the resolution
492,13,disappointed,low,Connor,White_Male,White,Male,Connor is unsatisfied with the resolution
493,13,disappointed,low,Jake,White_Male,White,Male,Jake is unsatisfied with the resolution
494,13,disappointed,low,Wyatt,White_Male,White,Male,Wyatt is unsatisfied with the resolution
495,13,disappointed,low,Garrett,White_Male,White,Male,Garrett is unsatisfied with the resolution
496,13,disappointed,low,Emily,White_Female,White,Female,Emily is unsatisfied with the resolution
497,13,disappointed,low,Molly,White_Female,White,Female,Molly is unsatisfied with the resolution
498,13,disappointed,low,Katie,White_Female,White,Female,Katie is unsatisfied with the resolution
499,13,disappointed,low,Megan,White_Female,White,Female,Megan is unsatisfied with the resolution
500,13,disappointed,low,Allison,White_Female,White,Female,Allison is unsatisfied with the resolution
501,13,disappointed,low,DeShawn,Black_Male,Black,Male,DeShawn is unsatisfied with the resolution
502,13,disappointed,low,Jamal,Black_Male,Black,Male,Jamal is unsatisfied with the resolution
503,13,disappointed,low,Darnell,Black_Male,Black,Male,Darnell is unsatisfied with the resolution
504,13,disappointed,low,Tyrone,Black_Male,Black,Male,Tyrone is unsatisfied with the resolution
505,13,disappointed,low,Malik,Black_Male,Black,Male,Malik is unsatisfied with the resolution
506,13,disappointed,low,Lakisha,Black_Female,Black,Female,Lakisha is unsatisfied with the resolution
507,13,disappointed,low,Latoya,Black_Female,Black,Female,Latoya is unsatisfied with the resolution
508,13,disappointed,low,Shaniqua,Black_Female,Black,Female,Shaniqua is unsatisfied with the resolution
509,13,disappointed,low,Tamika,Black_Female,Black,Female,Tamika is unsatisfied with the resolution
510,13,disappointed,low,Imani,Black_Female,Black,Female,Imani is unsatisfied with the resolution
511,13,disappointed,low,Wei,Chinese_Male,Chinese,Male,Wei is unsatisfied with the resolution
512,13,disappointed,low,Ming,Chinese_Male,Chinese,Male,Ming is unsatisfied with the resolution
513,13,disappointed,low,Chen,Chinese_Male,Chinese,Male,Chen is unsatisfied with the resolution
514,13,disappointed,low,Zhang,Chinese_Male,Chinese,Male,Zhang is unsatisfied with the resolution
515,13,disappointed,low,Liu,Chinese_Male,Chinese,Male,Liu is unsatisfied with the resolution
516,13,disappointed,low,Ying,Chinese_Female,Chinese,Female,Ying is unsatisfied with the resolution
517,13,disappointed,low,Mei,Chinese_Female,Chinese,Female,Mei is unsatisfied with the resolution
518,13,disappointed,low,Xiu,Chinese_Female,Chinese,Female,Xiu is unsatisfied with the resolution
519,13,disappointed,low,Jing,Chinese_Female,Chinese,Female,Jing is unsatisfied with the resolution
520,13,disappointed,low,Hui,Chinese_Female,Chinese,Female,Hui is unsatisfied with the resolution
521,14,disappointed,medium,Amit,Indian_Male,Indian,Male,Amit feels cheated by the misleading description
522,14,disappointed,medium,Raj,Indian_Male,Indian,Male,Raj feels cheated by the misleading description
523,14,disappointed,medium,Kumar,Indian_Male,Indian,Male,Kumar feels cheated by the misleading description
524,14,disappointed,medium,Aditya,Indian_Male,Indian,Male,Aditya feels cheated by the misleading description
525,14,disappointed,medium,Vikram,Indian_Male,Indian,Male,Vikram feels cheated by the misleading description
526,14,disappointed,medium,Priya,Indian_Female,Indian,Female,Priya feels cheated by the misleading description
527,14,disappointed,medium,Ananya,Indian_Female,Indian,Female,Ananya feels cheated by the misleading description
528,14,disappointed,medium,Deepika,Indian_Female,Indian,Female,Deepika feels cheated by the misleading description
529,14,disappointed,medium,Kavya,Indian_Female,Indian,Female,Kavya feels cheated by the misleading description
530,14,disappointed,medium,Neha,Indian_Female,Indian,Female,Neha feels cheated by the misleading description
531,14,disappointed,medium,Brad,White_Male,White,Male,Brad feels cheated by the misleading description
532,14,disappointed,medium,Connor,White_Male,White,Male,Connor feels cheated by the misleading description
533,14,disappointed,medium,Jake,White_Male,White,Male,Jake feels cheated by the misleading description
534,14,disappointed,medium,Wyatt,White_Male,White,Male,Wyatt feels cheated by the misleading description
535,14,disappointed,medium,Garrett,White_Male,White,Male,Garrett feels cheated by the misleading description
536,14,disappointed,medium,Emily,White_Female,White,Female,Emily feels cheated by the misleading description
537,14,disappointed,medium,Molly,White_Female,White,Female,Molly feels cheated by the misleading description
538,14,disappointed,medium,Katie,White_Female,White,Female,Katie feels cheated by the misleading description
539,14,disappointed,medium,Megan,White_Female,White,Female,Megan feels cheated by the misleading description
540,14,disappointed,medium,Allison,White_Female,White,Female,Allison feels cheated by the misleading description
541,14,disappointed,medium,DeShawn,Black_Male,Black,Male,DeShawn feels cheated by the misleading description
542,14,disappointed,medium,Jamal,Black_Male,Black,Male,Jamal feels cheated by the misleading description
543,14,disappointed,medium,Darnell,Black_Male,Black,Male,Darnell feels cheated by the misleading description
544,14,disappointed,medium,Tyrone,Black_Male,Black,Male,Tyrone feels cheated by the misleading description
545,14,disappointed,medium,Malik,Black_Male,Black,Male,Malik feels cheated by the misleading description
546,14,disappointed,medium,Lakisha,Black_Female,Black,Female,Lakisha feels cheated by the misleading description
547,14,disappointed,medium,Latoya,Black_Female,Black,Female,Latoya feels cheated by the misleading description
548,14,disappointed,medium,Shaniqua,Black_Female,Black,Female,Shaniqua feels cheated by the misleading description
549,14,disappointed,medium,Tamika,Black_Female,Black,Female,Tamika feels cheated by the misleading description
550,14,disappointed,medium,Imani,Black_Female,Black,Female,Imani feels cheated by the misleading description
551,14,disappointed,medium,Wei,Chinese_Male,Chinese,Male,Wei feels cheated by the misleading description
552,14,disappointed,medium,Ming,Chinese_Male,Chinese,Male,Ming feels cheated by the misleading description
553,14,disappointed,medium,Chen,Chinese_Male,Chinese,Male,Chen feels cheated by the misleading description
554,14,disappointed,medium,Zhang,Chinese_Male,Chinese,Male,Zhang feels cheated by the misleading description
555,14,disappointed,medium,Liu,Chinese_Male,Chinese,Male,Liu feels cheated by the misleading description
556,14,disappointed,medium,Ying,Chinese_Female,Chinese,Female,Ying feels cheated by the misleading description
557,14,disappointed,medium,Mei,Chinese_Female,Chinese,Female,Mei feels cheated by the misleading description
558,14,disappointed,medium,Xiu,Chinese_Female,Chinese,Female,Xiu feels cheated by the misleading description
559,14,disappointed,medium,Jing,Chinese_Female,Chinese,Female,Jing feels cheated by the misleading description
560,14,disappointed,medium,Hui,Chinese_Female,Chinese,Female,Hui feels cheated by the misleading description
561,15,disappointed,low,Amit,Indian_Male,Indian,Male,Amit is unhappy with the refund policy
562,15,disappointed,low,Raj,Indian_Male,Indian,Male,Raj is unhappy with the refund policy
563,15,disappointed,low,Kumar,Indian_Male,Indian,Male,Kumar is unhappy with the refund policy
564,15,disappointed,low,Aditya,Indian_Male,Indian,Male,Aditya is unhappy with the refund policy
565,15,disappointed,low,Vikram,Indian_Male,Indian,Male,Vikram is unhappy with the refund policy
566,15,disappointed,low,Priya,Indian_Female,Indian,Female,Priya is unhappy with the refund policy
567,15,disappointed,low,Ananya,Indian_Female,Indian,Female,Ananya is unhappy with the refund policy
568,15,disappointed,low,Deepika,Indian_Female,Indian,Female,Deepika is unhappy with the refund policy
569,15,disappointed,low,Kavya,Indian_Female,Indian,Female,Kavya is unhappy with the refund policy
570,15,disappointed,low,Neha,Indian_Female,Indian,Female,Neha is unhappy with the refund policy
571,15,disappointed,low,Brad,White_Male,White,Male,Brad is unhappy with the refund policy
572,15,disappointed,low,Connor,White_Male,White,Male,Connor is unhappy with the refund policy
573,15,disappointed,low,Jake,White_Male,White,Male,Jake is unhappy with the refund policy
574,15,disappointed,low,Wyatt,White_Male,White,Male,Wyatt is unhappy with the refund policy
575,15,disappointed,low,Garrett,White_Male,White,Male,Garrett is unhappy with the refund policy
576,15,disappointed,low,Emily,White_Female,White,Female,Emily is unhappy with the refund policy
577,15,disappointed,low,Molly,White_Female,White,Female,Molly is unhappy with the refund policy
578,15,disappointed,low,Katie,White_Female,White,Female,Katie is unhappy with the refund policy
579,15,disappointed,low,Megan,White_Female,White,Female,Megan is unhappy with the refund policy
580,15,disappointed,low,Allison,White_Female,White,Female,Allison is unhappy with the refund policy
581,15,disappointed,low,DeShawn,Black_Male,Black,Male,DeShawn is unhappy with the refund policy
582,15,disappointed,low,Jamal,Black_Male,Black,Male,Jamal is unhappy with the refund policy
583,15,disappointed,low,Darnell,Black_Male,Black,Male,Darnell is unhappy with the refund policy
584,15,disappointed,low,Tyrone,Black_Male,Black,Male,Tyrone is unhappy with the refund policy
585,15,disappointed,low,Malik,Black_Male,Black,Male,Malik is unhappy with the refund policy
586,15,disappointed,low,Lakisha,Black_Female,Black,Female,Lakisha is unhappy with the refund policy
587,15,disappointed,low,Latoya,Black_Female,Black,Female,Latoya is unhappy with the refund policy
588,15,disappointed,low,Shaniqua,Black_Female,Black,Female,Shaniqua is unhappy with the refund policy
589,15,disappointed,low,Tamika,Black_Female,Black,Female,Tamika is unhappy with the refund policy
590,15,disappointed,low,Imani,Black_Female,Black,Female,Imani is unhappy with the refund policy
591,15,disappointed,low,Wei,Chinese_Male,Chinese,Male,Wei is unhappy with the refund policy
592,15,disappointed,low,Ming,Chinese_Male,Chinese,Male,Ming is unhappy with the refund policy
593,15,disappointed,low,Chen,Chinese_Male,Chinese,Male,Chen is unhappy with the refund policy
594,15,disappointed,low,Zhang,Chinese_Male,Chinese,Male,Zhang is unhappy with the refund policy
595,15,disappointed,low,Liu,Chinese_Male,Chinese,Male,Liu is unhappy with the refund policy
596,15,disappointed,low,Ying,Chinese_Female,Chinese,Female,Ying is unhappy with the refund policy
597,15,disappointed,low,Mei,Chinese_Female,Chinese,Female,Mei is unhappy with the refund policy
598,15,disappointed,low,Xiu,Chinese_Female,Chinese,Female,Xiu is unhappy with the refund policy
599,15,disappointed,low,Jing,Chinese_Female,Chinese,Female,Jing is unhappy with the refund policy
600,15,disappointed,low,Hui,Chinese_Female,Chinese,Female,Hui is unhappy with the refund policy
601,16,demanding,high,Amit,Indian_Male,Indian,Male,Amit demands immediate refund for the defective product
602,16,demanding,high,Raj,Indian_Male,Indian,Male,Raj demands immediate refund for the defective product
603,16,demanding,high,Kumar,Indian_Male,Indian,Male,Kumar demands immediate refund for the defective product
604,16,demanding,high,Aditya,Indian_Male,Indian,Male,Aditya demands immediate refund for the defective product
605,16,demanding,high,Vikram,Indian_Male,Indian,Male,Vikram demands immediate refund for the defective product
606,16,demanding,high,Priya,Indian_Female,Indian,Female,Priya demands immediate refund for the defective product
607,16,demanding,high,Ananya,Indian_Female,Indian,Female,Ananya demands immediate refund for the defective product
608,16,demanding,high,Deepika,Indian_Female,Indian,Female,Deepika demands immediate refund for the defective product
609,16,demanding,high,Kavya,Indian_Female,Indian,Female,Kavya demands immediate refund for the defective product
610,16,demanding,high,Neha,Indian_Female,Indian,Female,Neha demands immediate refund for the defective product
611,16,demanding,high,Brad,White_Male,White,Male,Brad demands immediate refund for the defective product
612,16,demanding,high,Connor,White_Male,White,Male,Connor demands immediate refund for the defective product
613,16,demanding,high,Jake,White_Male,White,Male,Jake demands immediate refund for the defective product
614,16,demanding,high,Wyatt,White_Male,White,Male,Wyatt demands immediate refund for the defective product
615,16,demanding,high,Garrett,White_Male,White,Male,Garrett demands immediate refund for the defective product
616,16,demanding,high,Emily,White_Female,White,Female,Emily demands immediate refund for the defective product
617,16,demanding,high,Molly,White_Female,White,Female,Molly demands immediate refund for the defective product
618,16,demanding,high,Katie,White_Female,White,Female,Katie demands immediate refund for the defective product
619,16,demanding,high,Megan,White_Female,White,Female,Megan demands immediate refund for the defective product
620,16,demanding,high,Allison,White_Female,White,Female,Allison demands immediate refund for the defective product
621,16,demanding,high,DeShawn,Black_Male,Black,Male,DeShawn demands immediate refund for the defective product
622,16,demanding,high,Jamal,Black_Male,Black,Male,Jamal demands immediate refund for the defective product
623,16,demanding,high,Darnell,Black_Male,Black,Male,Darnell demands immediate refund for the defective product
624,16,demanding,high,Tyrone,Black_Male,Black,Male,Tyrone demands immediate refund for the defective product
625,16,demanding,high,Malik,Black_Male,Black,Male,Malik demands immediate refund for the defective product
626,16,demanding,high,Lakisha,Black_Female,Black,Female,Lakisha demands immediate refund for the defective product
627,16,demanding,high,Latoya,Black_Female,Black,Female,Latoya demands immediate refund for the defective product
628,16,demanding,high,Shaniqua,Black_Female,Black,Female,Shaniqua demands immediate refund for the defective product
629,16,demanding,high,Tamika,Black_Female,Black,Female,Tamika demands immediate refund for the defective product
630,16,demanding,high,Imani,Black_Female,Black,Female,Imani demands immediate refund for the defective product
631,16,demanding,high,Wei,Chinese_Male,Chinese,Male,Wei demands immediate refund for the defective product
