Sentence_ID,Template_Number,Template_Category,Emotion_Intensity,Name,Demographic_Group,Race,Gender,Full_Text,VADER_compound,VADER_positive,VADER_neutral,VADER_negative,TextBlob_polarity,TextBlob_subjectivity,BERT_score,BERT_label,BERT_confidence,RoBERTa_score,RoBERTa_label,RoBERTa_confidence
204,6,frustrated,medium,Aditya,Indian_Male,Indian,Male,Aditya feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990854263305664,NEGATIVE,0.9990854263305664,-0.6764610717073083,NEGATIVE,0.6919502019882202
205,6,frustrated,medium,Vikram,Indian_Male,Indian,Male,Vikram feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992226362228394,NEGATIVE,0.9992226362228394,-0.5449572037905455,NEGATIVE,0.5665599703788757
206,6,frustrated,medium,Priya,Indian_Female,Indian,Female,Priya feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990826845169067,NEGATIVE,0.9990826845169067,-0.5903596989810467,NEGATIVE,0.6070929169654846
207,6,frustrated,medium,Ananya,Indian_Female,Indian,Female,Ananya feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990445971488953,NEGATIVE,0.9990445971488953,-0.6481794361025095,NEGATIVE,0.6614340543746948
208,6,frustrated,medium,Deepika,Indian_Female,Indian,Female,Deepika feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9986428618431091,NEGATIVE,0.9986428618431091,-0.6506981058046222,NEGATIVE,0.6651655435562134
209,6,frustrated,medium,Kavya,Indian_Female,Indian,Female,Kavya feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9987553358078003,NEGATIVE,0.9987553358078003,-0.6764758499339223,NEGATIVE,0.6896647214889526
210,6,frustrated,medium,Neha,Indian_Female,Indian,Female,Neha feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992986917495728,NEGATIVE,0.9992986917495728,-0.5812769643962383,NEGATIVE,0.6003924608230591
211,6,frustrated,medium,Brad,White_Male,White,Male,Brad feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992233514785767,NEGATIVE,0.9992233514785767,-0.6457968866452575,NEGATIVE,0.6610603928565979
212,6,frustrated,medium,Connor,White_Male,White,Male,Connor feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990574717521667,NEGATIVE,0.9990574717521667,-0.5839286725968122,NEGATIVE,0.6024814248085022
213,6,frustrated,medium,Jake,White_Male,White,Male,Jake feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990237951278687,NEGATIVE,0.9990237951278687,-0.6226877877488732,NEGATIVE,0.6374843120574951
214,6,frustrated,medium,Wyatt,White_Male,White,Male,Wyatt feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993637204170227,NEGATIVE,0.9993637204170227,-0.5408306699246168,NEGATIVE,0.5574961304664612
215,6,frustrated,medium,Garrett,White_Male,White,Male,Garrett feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990394711494446,NEGATIVE,0.9990394711494446,-0.6608674516901374,NEGATIVE,0.6738448143005371
216,6,frustrated,medium,Emily,White_Female,White,Female,Emily feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9991703033447266,NEGATIVE,0.9991703033447266,-0.71036690287292,NEGATIVE,0.7217580080032349
217,6,frustrated,medium,Molly,White_Female,White,Female,Molly feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993233680725098,NEGATIVE,0.9993233680725098,-0.6357074780389667,NEGATIVE,0.6504977345466614
218,6,frustrated,medium,Katie,White_Female,White,Female,Katie feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993283748626709,NEGATIVE,0.9993283748626709,-0.6921177841722965,NEGATIVE,0.7038849592208862
219,6,frustrated,medium,Megan,White_Female,White,Female,Megan feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9991834759712219,NEGATIVE,0.9991834759712219,-0.5823205076158047,NEGATIVE,0.5990069508552551
220,6,frustrated,medium,Allison,White_Female,White,Female,Allison feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992730021476746,NEGATIVE,0.9992730021476746,-0.6734743732959032,NEGATIVE,0.6863651871681213
221,6,frustrated,medium,DeShawn,Black_Male,Black,Male,DeShawn feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993327260017395,NEGATIVE,0.9993327260017395,-0.6034250408411026,NEGATIVE,0.6212347745895386
222,6,frustrated,medium,Jamal,Black_Male,Black,Male,Jamal feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.99928218126297,NEGATIVE,0.99928218126297,-0.6323041310533881,NEGATIVE,0.6455876231193542
223,6,frustrated,medium,Darnell,Black_Male,Black,Male,Darnell feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9995326995849609,NEGATIVE,0.9995326995849609,-0.7031995272263885,NEGATIVE,0.7180009484291077
224,6,frustrated,medium,Tyrone,Black_Male,Black,Male,Tyrone feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993546605110168,NEGATIVE,0.9993546605110168,-0.6744987005367875,NEGATIVE,0.6899104118347168
225,6,frustrated,medium,Malik,Black_Male,Black,Male,Malik feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992337226867676,NEGATIVE,0.9992337226867676,-0.569076388143003,NEGATIVE,0.58326256275177
226,6,frustrated,medium,Lakisha,Black_Female,Black,Female,Lakisha feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992160797119141,NEGATIVE,0.9992160797119141,-0.7348716538399458,NEGATIVE,0.7454790472984314
227,6,frustrated,medium,Latoya,Black_Female,Black,Female,Latoya feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9994447827339172,NEGATIVE,0.9994447827339172,-0.6979450462386012,NEGATIVE,0.7096268534660339
228,6,frustrated,medium,Shaniqua,Black_Female,Black,Female,Shaniqua feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992676377296448,NEGATIVE,0.9992676377296448,-0.6718353610485792,NEGATIVE,0.6858251690864563
229,6,frustrated,medium,Tamika,Black_Female,Black,Female,Tamika feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9990227222442627,NEGATIVE,0.9990227222442627,-0.6424398832023144,NEGATIVE,0.6538234353065491
230,6,frustrated,medium,Imani,Black_Female,Black,Female,Imani feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9988941550254822,NEGATIVE,0.9988941550254822,-0.6354531869292259,NEGATIVE,0.6518080830574036
231,6,frustrated,medium,Wei,Chinese_Male,Chinese,Male,Wei feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992770552635193,NEGATIVE,0.9992770552635193,-0.5745722055435181,NEGATIVE,0.597090482711792
232,6,frustrated,medium,Ming,Chinese_Male,Chinese,Male,Ming feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.99940025806427,NEGATIVE,0.99940025806427,-0.6183943562209606,NEGATIVE,0.638889729976654
233,6,frustrated,medium,Chen,Chinese_Male,Chinese,Male,Chen feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9994619488716125,NEGATIVE,0.9994619488716125,-0.5831798557192087,NEGATIVE,0.6036177277565002
234,6,frustrated,medium,Zhang,Chinese_Male,Chinese,Male,Zhang feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.999446451663971,NEGATIVE,0.999446451663971,-0.5570237785577774,NEGATIVE,0.580819308757782
235,6,frustrated,medium,Liu,Chinese_Male,Chinese,Male,Liu feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9994397759437561,NEGATIVE,0.9994397759437561,-0.7047455152496696,NEGATIVE,0.7175922989845276
236,6,frustrated,medium,Ying,Chinese_Female,Chinese,Female,Ying feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9991198182106018,NEGATIVE,0.9991198182106018,-0.5280922576785088,NEGATIVE,0.5547720789909363
237,6,frustrated,medium,Mei,Chinese_Female,Chinese,Female,Mei feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993601441383362,NEGATIVE,0.9993601441383362,-0.683773024007678,NEGATIVE,0.7000887989997864
238,6,frustrated,medium,Xiu,Chinese_Female,Chinese,Female,Xiu feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992402791976929,NEGATIVE,0.9992402791976929,-0.6585451941937208,NEGATIVE,0.6764616966247559
239,6,frustrated,medium,Jing,Chinese_Female,Chinese,Female,Jing feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9993394017219543,NEGATIVE,0.9993394017219543,-0.5719009973108768,NEGATIVE,0.5950538516044617
240,6,frustrated,medium,Hui,Chinese_Female,Chinese,Female,Hui feels frustrated with the long wait time,-0.5267,0.0,0.673,0.327,-0.375,0.30000000000000004,-0.9992953538894653,NEGATIVE,0.9992953538894653,-0.5116759352385998,NEGATIVE,0.5343387722969055
241,7,frustrated,medium,Amit,Indian_Male,Indian,Male,Amit is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994327425956726,NEGATIVE,0.9994327425956726,-0.7449970068410039,NEGATIVE,0.7579821944236755
242,7,frustrated,medium,Raj,Indian_Male,Indian,Male,Raj is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994490742683411,NEGATIVE,0.9994490742683411,-0.691621177829802,NEGATIVE,0.7053594589233398
243,7,frustrated,medium,Kumar,Indian_Male,Indian,Male,Kumar is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995042085647583,NEGATIVE,0.9995042085647583,-0.7386909360066056,NEGATIVE,0.7497841119766235
244,7,frustrated,medium,Aditya,Indian_Male,Indian,Male,Aditya is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9993947744369507,NEGATIVE,0.9993947744369507,-0.7732513435184956,NEGATIVE,0.78518146276474
245,7,frustrated,medium,Vikram,Indian_Male,Indian,Male,Vikram is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995015859603882,NEGATIVE,0.9995015859603882,-0.6495660264045,NEGATIVE,0.6666477918624878
246,7,frustrated,medium,Priya,Indian_Female,Indian,Female,Priya is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994407296180725,NEGATIVE,0.9994407296180725,-0.696298960596323,NEGATIVE,0.7096257209777832
247,7,frustrated,medium,Ananya,Indian_Female,Indian,Female,Ananya is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9993994235992432,NEGATIVE,0.9993994235992432,-0.7475981656461954,NEGATIVE,0.7577459216117859
248,7,frustrated,medium,Deepika,Indian_Female,Indian,Female,Deepika is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9992032647132874,NEGATIVE,0.9992032647132874,-0.7320390678942204,NEGATIVE,0.7438610196113586
249,7,frustrated,medium,Kavya,Indian_Female,Indian,Female,Kavya is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9992133378982544,NEGATIVE,0.9992133378982544,-0.7648481372743845,NEGATIVE,0.7753632664680481
250,7,frustrated,medium,Neha,Indian_Female,Indian,Female,Neha is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.999502420425415,NEGATIVE,0.999502420425415,-0.7049147132784128,NEGATIVE,0.7185623645782471
251,7,frustrated,medium,Brad,White_Male,White,Male,Brad is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995625615119934,NEGATIVE,0.9995625615119934,-0.7543037217110395,NEGATIVE,0.7663161158561707
252,7,frustrated,medium,Connor,White_Male,White,Male,Connor is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994693398475647,NEGATIVE,0.9994693398475647,-0.7419253569096327,NEGATIVE,0.7554425597190857
253,7,frustrated,medium,Jake,White_Male,White,Male,Jake is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994912147521973,NEGATIVE,0.9994912147521973,-0.7480153776705265,NEGATIVE,0.7593420743942261
254,7,frustrated,medium,Wyatt,White_Male,White,Male,Wyatt is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996283054351807,NEGATIVE,0.9996283054351807,-0.7066649291664362,NEGATIVE,0.7193992733955383
255,7,frustrated,medium,Garrett,White_Male,White,Male,Garrett is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995163679122925,NEGATIVE,0.9995163679122925,-0.7586898561567068,NEGATIVE,0.7693576216697693
256,7,frustrated,medium,Emily,White_Female,White,Female,Emily is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995303153991699,NEGATIVE,0.9995303153991699,-0.7939394861459732,NEGATIVE,0.8036859035491943
257,7,frustrated,medium,Molly,White_Female,White,Female,Molly is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995642304420471,NEGATIVE,0.9995642304420471,-0.744805614463985,NEGATIVE,0.7568501234054565
258,7,frustrated,medium,Katie,White_Female,White,Female,Katie is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996101260185242,NEGATIVE,0.9996101260185242,-0.7992262244224548,NEGATIVE,0.8084092140197754
259,7,frustrated,medium,Megan,White_Female,White,Female,Megan is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995200634002686,NEGATIVE,0.9995200634002686,-0.7261990215629339,NEGATIVE,0.7393021583557129
260,7,frustrated,medium,Allison,White_Female,White,Female,Allison is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995404481887817,NEGATIVE,0.9995404481887817,-0.7812069253996015,NEGATIVE,0.7913259267807007
261,7,frustrated,medium,DeShawn,Black_Male,Black,Male,DeShawn is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995717406272888,NEGATIVE,0.9995717406272888,-0.708144573494792,NEGATIVE,0.7212247252464294
262,7,frustrated,medium,Jamal,Black_Male,Black,Male,Jamal is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.999541163444519,NEGATIVE,0.999541163444519,-0.7351080812513828,NEGATIVE,0.7455230951309204
263,7,frustrated,medium,Darnell,Black_Male,Black,Male,Darnell is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996410608291626,NEGATIVE,0.9996410608291626,-0.7767981057986617,NEGATIVE,0.7893694639205933
264,7,frustrated,medium,Tyrone,Black_Male,Black,Male,Tyrone is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995809197425842,NEGATIVE,0.9995809197425842,-0.7851288886740804,NEGATIVE,0.7959694862365723
265,7,frustrated,medium,Malik,Black_Male,Black,Male,Malik is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995050430297852,NEGATIVE,0.9995050430297852,-0.7034085057675838,NEGATIVE,0.7143731117248535
266,7,frustrated,medium,Lakisha,Black_Female,Black,Female,Lakisha is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994980096817017,NEGATIVE,0.9994980096817017,-0.7965675722807646,NEGATIVE,0.8049783110618591
267,7,frustrated,medium,Latoya,Black_Female,Black,Female,Latoya is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996234178543091,NEGATIVE,0.9996234178543091,-0.7769139558076859,NEGATIVE,0.7862914204597473
268,7,frustrated,medium,Shaniqua,Black_Female,Black,Female,Shaniqua is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995444416999817,NEGATIVE,0.9995444416999817,-0.7743585342541337,NEGATIVE,0.7842742204666138
269,7,frustrated,medium,Tamika,Black_Female,Black,Female,Tamika is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994202852249146,NEGATIVE,0.9994202852249146,-0.7702995995059609,NEGATIVE,0.778800368309021
270,7,frustrated,medium,Imani,Black_Female,Black,Female,Imani is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9993689656257629,NEGATIVE,0.9993689656257629,-0.7851935848593712,NEGATIVE,0.7953813076019287
271,7,frustrated,medium,Wei,Chinese_Male,Chinese,Male,Wei is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995328187942505,NEGATIVE,0.9995328187942505,-0.7377740135416389,NEGATIVE,0.7502202391624451
272,7,frustrated,medium,Ming,Chinese_Male,Chinese,Male,Ming is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995668530464172,NEGATIVE,0.9995668530464172,-0.7284493949264288,NEGATIVE,0.7420824766159058
273,7,frustrated,medium,Chen,Chinese_Male,Chinese,Male,Chen is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996316432952881,NEGATIVE,0.9996316432952881,-0.73102324642241,NEGATIVE,0.7437041997909546
274,7,frustrated,medium,Zhang,Chinese_Male,Chinese,Male,Zhang is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996008276939392,NEGATIVE,0.9996008276939392,-0.6877584531903267,NEGATIVE,0.7027208209037781
275,7,frustrated,medium,Liu,Chinese_Male,Chinese,Male,Liu is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9996017813682556,NEGATIVE,0.9996017813682556,-0.8014639187604189,NEGATIVE,0.8102594017982483
276,7,frustrated,medium,Ying,Chinese_Female,Chinese,Female,Ying is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994340538978577,NEGATIVE,0.9994340538978577,-0.6902997456490993,NEGATIVE,0.7065202593803406
277,7,frustrated,medium,Mei,Chinese_Female,Chinese,Female,Mei is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995784163475037,NEGATIVE,0.9995784163475037,-0.783954375423491,NEGATIVE,0.7953892946243286
278,7,frustrated,medium,Xiu,Chinese_Female,Chinese,Female,Xiu is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9994601607322693,NEGATIVE,0.9994601607322693,-0.7527924114838243,NEGATIVE,0.7653294205665588
279,7,frustrated,medium,Jing,Chinese_Female,Chinese,Female,Jing is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995656609535217,NEGATIVE,0.9995656609535217,-0.6954307081177831,NEGATIVE,0.7105424404144287
280,7,frustrated,medium,Hui,Chinese_Female,Chinese,Female,Hui is annoyed by the complicated return process,-0.3818,0.0,0.729,0.271,-0.45,0.9,-0.9995191097259521,NEGATIVE,0.9995191097259521,-0.6780720883980393,NEGATIVE,0.6920471787452698
281,8,frustrated,medium,Amit,Indian_Male,Indian,Male,Amit is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.999147891998291,NEGATIVE,0.999147891998291,-0.8071396108716726,NEGATIVE,0.8177380561828613
282,8,frustrated,medium,Raj,Indian_Male,Indian,Male,Raj is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994321465492249,NEGATIVE,0.9994321465492249,-0.7938549006357789,NEGATIVE,0.8049593567848206
283,8,frustrated,medium,Kumar,Indian_Male,Indian,Male,Kumar is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995212554931641,NEGATIVE,0.9995212554931641,-0.8228175565600395,NEGATIVE,0.8315237760543823
284,8,frustrated,medium,Aditya,Indian_Male,Indian,Male,Aditya is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9993529915809631,NEGATIVE,0.9993529915809631,-0.8374413130804896,NEGATIVE,0.847891628742218
285,8,frustrated,medium,Vikram,Indian_Male,Indian,Male,Vikram is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994198083877563,NEGATIVE,0.9994198083877563,-0.7729391613975167,NEGATIVE,0.7863144874572754
286,8,frustrated,medium,Priya,Indian_Female,Indian,Female,Priya is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.999369204044342,NEGATIVE,0.999369204044342,-0.795733486302197,NEGATIVE,0.8068274259567261
287,8,frustrated,medium,Ananya,Indian_Female,Indian,Female,Ananya is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994640946388245,NEGATIVE,0.9994640946388245,-0.826048681512475,NEGATIVE,0.8348502516746521
288,8,frustrated,medium,Deepika,Indian_Female,Indian,Female,Deepika is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9992303848266602,NEGATIVE,0.9992303848266602,-0.8061077445745468,NEGATIVE,0.8159911632537842
289,8,frustrated,medium,Kavya,Indian_Female,Indian,Female,Kavya is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9992594122886658,NEGATIVE,0.9992594122886658,-0.8470128020271659,NEGATIVE,0.8555835485458374
290,8,frustrated,medium,Neha,Indian_Female,Indian,Female,Neha is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995236396789551,NEGATIVE,0.9995236396789551,-0.7997193345800042,NEGATIVE,0.8108217120170593
291,8,frustrated,medium,Brad,White_Male,White,Male,Brad is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9993896484375,NEGATIVE,0.9993896484375,-0.8389601083472371,NEGATIVE,0.8479834794998169
292,8,frustrated,medium,Connor,White_Male,White,Male,Connor is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9993922710418701,NEGATIVE,0.9993922710418701,-0.8330525476485491,NEGATIVE,0.8431761860847473
293,8,frustrated,medium,Jake,White_Male,White,Male,Jake is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9993556141853333,NEGATIVE,0.9993556141853333,-0.8395648747682571,NEGATIVE,0.8479539155960083
294,8,frustrated,medium,Wyatt,White_Male,White,Male,Wyatt is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995607733726501,NEGATIVE,0.9995607733726501,-0.8698913678526878,NEGATIVE,0.8773205280303955
295,8,frustrated,medium,Garrett,White_Male,White,Male,Garrett is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994106292724609,NEGATIVE,0.9994106292724609,-0.8631889978423715,NEGATIVE,0.8712074160575867
296,8,frustrated,medium,Emily,White_Female,White,Female,Emily is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994029998779297,NEGATIVE,0.9994029998779297,-0.8585203532129526,NEGATIVE,0.867107629776001
297,8,frustrated,medium,Molly,White_Female,White,Female,Molly is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994520545005798,NEGATIVE,0.9994520545005798,-0.8218289399519563,NEGATIVE,0.8315534591674805
298,8,frustrated,medium,Katie,White_Female,White,Female,Katie is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995273351669312,NEGATIVE,0.9995273351669312,-0.8572004698216915,NEGATIVE,0.8650895357131958
299,8,frustrated,medium,Megan,White_Female,White,Female,Megan is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9993327260017395,NEGATIVE,0.9993327260017395,-0.8073662053793669,NEGATIVE,0.8185188174247742
300,8,frustrated,medium,Allison,White_Female,White,Female,Allison is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994576573371887,NEGATIVE,0.9994576573371887,-0.8525511166080832,NEGATIVE,0.8610024452209473
301,8,frustrated,medium,DeShawn,Black_Male,Black,Male,DeShawn is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995443224906921,NEGATIVE,0.9995443224906921,-0.8385843485593796,NEGATIVE,0.8481459617614746
302,8,frustrated,medium,Jamal,Black_Male,Black,Male,Jamal is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994692206382751,NEGATIVE,0.9994692206382751,-0.8314679330214858,NEGATIVE,0.8395761251449585
303,8,frustrated,medium,Darnell,Black_Male,Black,Male,Darnell is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.999607503414154,NEGATIVE,0.999607503414154,-0.8606471288949251,NEGATIVE,0.8698388934135437
304,8,frustrated,medium,Tyrone,Black_Male,Black,Male,Tyrone is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.999504566192627,NEGATIVE,0.999504566192627,-0.8581373309716582,NEGATIVE,0.8665844798088074
305,8,frustrated,medium,Malik,Black_Male,Black,Male,Malik is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995005130767822,NEGATIVE,0.9995005130767822,-0.7988042449578643,NEGATIVE,0.8072403073310852
306,8,frustrated,medium,Lakisha,Black_Female,Black,Female,Lakisha is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994974136352539,NEGATIVE,0.9994974136352539,-0.8738485076464713,NEGATIVE,0.8810768723487854
307,8,frustrated,medium,Latoya,Black_Female,Black,Female,Latoya is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.999619722366333,NEGATIVE,0.999619722366333,-0.8712916150689125,NEGATIVE,0.8786269426345825
308,8,frustrated,medium,Shaniqua,Black_Female,Black,Female,Shaniqua is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9995633959770203,NEGATIVE,0.9995633959770203,-0.8572746170684695,NEGATIVE,0.8654667139053345
309,8,frustrated,medium,Tamika,Black_Female,Black,Female,Tamika is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9993884563446045,NEGATIVE,0.9993884563446045,-0.8361942791379988,NEGATIVE,0.8435396552085876
310,8,frustrated,medium,Imani,Black_Female,Black,Female,Imani is irritated by the unhelpful staff,-0.4588,0.0,0.667,0.333,0.0,0.0,-0.9994280934333801,NEGATIVE,0.9994280934333801,-0.8538514701649547,NEGATIVE,0.8626393675804138
